# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-03-09 11:56:06 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455420 SACRAMENTO R A RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455420
#    DD parameter statistic   Description
#    06   72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	06_72137_00003	06_72137_00003_cd
USGS	11455420	2012-04-26	23700	P
USGS	11455420	2012-04-27	27300	P
USGS	11455420	2012-04-28	27600	P
USGS	11455420	2012-04-29	26800	P
USGS	11455420	2012-04-30	24500	P
USGS	11455420	2012-05-01	22900	P
USGS	11455420	2012-05-02	21300	P
USGS	11455420	2012-05-03	20600	P
USGS	11455420	2012-05-04	20300	P
USGS	11455420	2012-05-05	18000	P
USGS	11455420	2012-05-06	15400	P
USGS	11455420	2012-05-07	15200	P
USGS	11455420	2012-05-08	13500	P
USGS	11455420	2012-05-09	13200	P
USGS	11455420	2012-05-10	13800	P
USGS	11455420	2012-05-11	12300	P
USGS	11455420	2012-05-12	10600	P
USGS	11455420	2012-05-13	11100	P
USGS	11455420	2012-05-14	12100	P
USGS	11455420	2012-05-15	8860	P
USGS	11455420	2012-05-16	7660	P
USGS	11455420	2012-05-17	7480	P
USGS	11455420	2012-05-18	8310	P
USGS	11455420	2012-05-19	7340	P
USGS	11455420	2012-05-20	6800	P
USGS	11455420	2012-05-21	7680	P
USGS	11455420	2012-05-22	8780	P
USGS	11455420	2012-05-23	8990	P
USGS	11455420	2012-05-24	7580	P
USGS	11455420	2012-05-25	10100	P
USGS	11455420	2012-05-26	9450	P
USGS	11455420	2012-05-27	7980	P
USGS	11455420	2012-05-28	6600	P
USGS	11455420	2012-05-29	6460	P
USGS	11455420	2012-05-30	5480	P
USGS	11455420	2012-05-31	4500	P
USGS	11455420	2012-06-01	3000	P
USGS	11455420	2012-06-02	4150	P
USGS	11455420	2012-06-03	5750	P
USGS	11455420	2012-06-04	6500	P
USGS	11455420	2012-06-05	8920	P
USGS	11455420	2012-06-06	8920	P
USGS	11455420	2012-06-07	9520	P
USGS	11455420	2012-06-08	12600	P
USGS	11455420	2012-06-09	13500	P
USGS	11455420	2012-06-10	9270	P
USGS	11455420	2012-06-11	8240	P
USGS	11455420	2012-06-12	7480	P
USGS	11455420	2012-06-13	7440	P
USGS	11455420	2012-06-14	8230	P
USGS	11455420	2012-06-15	9300	P
USGS	11455420	2012-06-16	9060	P
USGS	11455420	2012-06-17	7770	P
USGS	11455420	2012-06-18	10700	P
USGS	11455420	2012-06-19	12400	P
USGS	11455420	2012-06-20	10400	P
USGS	11455420	2012-06-21	9590	P
USGS	11455420	2012-06-22	10800	P
USGS	11455420	2012-06-23	9690	P
USGS	11455420	2012-06-24	10300	P
USGS	11455420	2012-06-25	10700	P
USGS	11455420	2012-06-26	9740	P
USGS	11455420	2012-06-27	8370	P
USGS	11455420	2012-06-28	8470	P
USGS	11455420	2012-06-29	9910	P
USGS	11455420	2012-06-30	10200	P
USGS	11455420	2012-07-01	10500	P
USGS	11455420	2012-07-02	10100	P
USGS	11455420	2012-07-03	9460	P
USGS	11455420	2012-07-04	8820	P
USGS	11455420	2012-07-05	11800	P
USGS	11455420	2012-07-06	12600	P
USGS	11455420	2012-07-07	10800	P
USGS	11455420	2012-07-08	10800	P
USGS	11455420	2012-07-09	12600	P
USGS	11455420	2012-07-10	12100	P
USGS	11455420	2012-07-11	10100	P
USGS	11455420	2012-07-12	9220	P
USGS	11455420	2012-07-13	10700	P
USGS	11455420	2012-07-14	11800	P
USGS	11455420	2012-07-15	10300	P
USGS	11455420	2012-07-16	11900	P
USGS	11455420	2012-07-17	14700	P
USGS	11455420	2012-07-18	12700	P
USGS	11455420	2012-07-19	12600	P
USGS	11455420	2012-07-20	13700	P
USGS	11455420	2012-07-21	12200	P
USGS	11455420	2012-07-22	11200	P
USGS	11455420	2012-07-23	12100	P
USGS	11455420	2012-07-24	13600	P
USGS	11455420	2012-07-25	12800	P
USGS	11455420	2012-07-26	12500	P
USGS	11455420	2012-07-27	12900	P
USGS	11455420	2012-07-28	13500	P
USGS	11455420	2012-07-29	14300	P
USGS	11455420	2012-07-30	13500	P
USGS	11455420	2012-07-31	12100	P
USGS	11455420	2012-08-01	12900	P
USGS	11455420	2012-08-02	12600	P
USGS	11455420	2012-08-03	12700	P
USGS	11455420	2012-08-04	15100	P
USGS	11455420	2012-08-05	15900	P
USGS	11455420	2012-08-06	15900	P
USGS	11455420	2012-08-07	15200	P
USGS	11455420	2012-08-08	14900	P
USGS	11455420	2012-08-09	12600	P
USGS	11455420	2012-08-10	11100	P
USGS	11455420	2012-08-11	11600	P
USGS	11455420	2012-08-12	11600	P
USGS	11455420	2012-08-13	10500	P
USGS	11455420	2012-08-14	9010	P
USGS	11455420	2012-08-15	9850	P
USGS	11455420	2012-08-16	10200	P
USGS	11455420	2012-08-17	10100	P
USGS	11455420	2012-08-18	9660	P
USGS	11455420	2012-08-19	9380	P
USGS	11455420	2012-08-20	9240	P
USGS	11455420	2012-08-21	9350	P
USGS	11455420	2012-08-22	9490	P
USGS	11455420	2012-08-23	9470	P
USGS	11455420	2012-08-24	8530	P
USGS	11455420	2012-08-25	8150	P
USGS	11455420	2012-08-26	10100	P
USGS	11455420	2012-08-27	9590	P
USGS	11455420	2012-08-28	8170	P
USGS	11455420	2012-08-29	8080	P
USGS	11455420	2012-08-30	6450	P
USGS	11455420	2012-08-31	8890	P
USGS	11455420	2012-09-01	10700	P
USGS	11455420	2012-09-02	9490	P
USGS	11455420	2012-09-03	9340	P
USGS	11455420	2012-09-04	9850	P
USGS	11455420	2012-09-05	11100	P
USGS	11455420	2012-09-06	11400	P
USGS	11455420	2012-09-07	11600	P
USGS	11455420	2012-09-08	12100	P
USGS	11455420	2012-09-09	12900	P
USGS	11455420	2012-09-10	11300	P
USGS	11455420	2012-09-11	9900	P
USGS	11455420	2012-09-12	11000	P
USGS	11455420	2012-09-13	9860	P
USGS	11455420	2012-09-14	9250	P
USGS	11455420	2012-09-15	9830	P
USGS	11455420	2012-09-16	9320	P
USGS	11455420	2012-09-17	9520	P
USGS	11455420	2012-09-18	10700	P
USGS	11455420	2012-09-19	10000	P
USGS	11455420	2012-09-20	9460	P
USGS	11455420	2012-09-21	9480	P
USGS	11455420	2012-09-22	8900	P
USGS	11455420	2012-09-23	8190	P
USGS	11455420	2012-09-24	7850	P
USGS	11455420	2012-09-25	6890	P
USGS	11455420	2012-09-26	7460	P
USGS	11455420	2012-09-27	7650	P
USGS	11455420	2012-09-28	7450	P
USGS	11455420	2012-09-29	9850	P
USGS	11455420	2012-09-30	9260	P
USGS	11455420	2012-10-01	7940	P
USGS	11455420	2012-10-02	6940	P
USGS	11455420	2012-10-03	5450	P
USGS	11455420	2012-10-04	8750	P
USGS	11455420	2012-10-05	11900	P
USGS	11455420	2012-10-06	10300	P
USGS	11455420	2012-10-07	9460	P
USGS	11455420	2012-10-08	9350	P
USGS	11455420	2012-10-09	8480	P
USGS	11455420	2012-10-10	7340	P
USGS	11455420	2012-10-11	9060	P
USGS	11455420	2012-10-12	10500	P
USGS	11455420	2012-10-13	8250	P
USGS	11455420	2012-10-14	6670	P
USGS	11455420	2012-10-15	5530	P
USGS	11455420	2012-10-16	5250	P
USGS	11455420	2012-10-17	5750	P
USGS	11455420	2012-10-18	5150	P
USGS	11455420	2012-10-19	5120	P
USGS	11455420	2012-10-20	5740	P
USGS	11455420	2012-10-21	7120	P
USGS	11455420	2012-10-22	8150	P
USGS	11455420	2012-10-23	9090	P
USGS	11455420	2012-10-24	8300	P
USGS	11455420	2012-10-25	7670	P
USGS	11455420	2012-10-26	6010	P
USGS	11455420	2012-10-27	5790	P
USGS	11455420	2012-10-28	6390	P
USGS	11455420	2012-10-29	7130	P
USGS	11455420	2012-10-30	5830	P
USGS	11455420	2012-10-31	6770	P
USGS	11455420	2012-11-01	8200	P
USGS	11455420	2012-11-02	8130	P
USGS	11455420	2012-11-03	8490	P
USGS	11455420	2012-11-04	8320	P
USGS	11455420	2012-11-05	7430	P
USGS	11455420	2012-11-06	6450	P
USGS	11455420	2012-11-07	5150	P
USGS	11455420	2012-11-08	7510	P
USGS	11455420	2012-11-09	7470	P
USGS	11455420	2012-11-10	7360	P
USGS	11455420	2012-11-11	6290	P
USGS	11455420	2012-11-12	4040	P
USGS	11455420	2012-11-13	3370	P
USGS	11455420	2012-11-14	3550	P
USGS	11455420	2012-11-15	4230	P
USGS	11455420	2012-11-16	4920	P
USGS	11455420	2012-11-17	5870	P
USGS	11455420	2012-11-18	9970	P
USGS	11455420	2012-11-19	9200	P
USGS	11455420	2012-11-20	9030	P
USGS	11455420	2012-11-21	11300	P
USGS	11455420	2012-11-22	11200	P
USGS	11455420	2012-11-23	10400	P
USGS	11455420	2012-11-24	9690	P
USGS	11455420	2012-11-25	9200	P
USGS	11455420	2012-11-26	8610	P
USGS	11455420	2012-11-27	8290	P
USGS	11455420	2012-11-28	9100	P
USGS	11455420	2012-11-29	10900	P
USGS	11455420	2012-11-30	16400	P
USGS	11455420	2012-12-01	28300	P
USGS	11455420	2012-12-02	46800	P
USGS	11455420	2012-12-03	56400	P
USGS	11455420	2012-12-04	55000	P
USGS	11455420	2012-12-05	55000	P
USGS	11455420	2012-12-06	54400	P
USGS	11455420	2012-12-07	53400	P
USGS	11455420	2012-12-08	51900	P
USGS	11455420	2012-12-09	48900	P
USGS	11455420	2012-12-10	42500	P
USGS	11455420	2012-12-11	35000	P
USGS	11455420	2012-12-12	31700	P
USGS	11455420	2012-12-13	29900	P
USGS	11455420	2012-12-14	28200	P
USGS	11455420	2012-12-15	27100	P
USGS	11455420	2012-12-16	23400	P
USGS	11455420	2012-12-17	22600	P
USGS	11455420	2012-12-18	25400	P
USGS	11455420	2012-12-19	26700	P
USGS	11455420	2012-12-20	24500	P
USGS	11455420	2012-12-21	24400	P
USGS	11455420	2012-12-22	32000	P
USGS	11455420	2012-12-23	44400	P
USGS	11455420	2012-12-24	56900	P
USGS	11455420	2012-12-25	60900	P
USGS	11455420	2012-12-26	66900	P
USGS	11455420	2012-12-27	68300	P
USGS	11455420	2012-12-28	66700	P
USGS	11455420	2012-12-29	65700	P
USGS	11455420	2012-12-30	61600	P
USGS	11455420	2012-12-31	54800	P
USGS	11455420	2013-01-01	47500	P
USGS	11455420	2013-01-02	40800	P
USGS	11455420	2013-01-03	37300	P
USGS	11455420	2013-01-04	33900	P
USGS	11455420	2013-01-05	30400	P
USGS	11455420	2013-01-06	28400	P
USGS	11455420	2013-01-07	27200	P
USGS	11455420	2013-01-08	24400	P
USGS	11455420	2013-01-09	21500	P
USGS	11455420	2013-01-10	23000	P
USGS	11455420	2013-01-11	23400	P
USGS	11455420	2013-01-12	21600	P
USGS	11455420	2013-01-13	21200	P
USGS	11455420	2013-01-14	20600	P
USGS	11455420	2013-01-15	19600	P
USGS	11455420	2013-01-16	18100	P
USGS	11455420	2013-01-17	16800	P
USGS	11455420	2013-01-18	16100	P
USGS	11455420	2013-01-19	15700	P
USGS	11455420	2013-01-20	15400	P
USGS	11455420	2013-01-21	14800	P
USGS	11455420	2013-01-22	13900	P
USGS	11455420	2013-01-23	14400	P
USGS	11455420	2013-01-24	15400	P
USGS	11455420	2013-01-25	14500	P
USGS	11455420	2013-01-26	15100	P
USGS	11455420	2013-01-27	18800	P
USGS	11455420	2013-01-28	19100	P
USGS	11455420	2013-01-29	19100	P
USGS	11455420	2013-01-30	17800	P
USGS	11455420	2013-01-31	16700	P
USGS	11455420	2013-02-01	16200	P
USGS	11455420	2013-02-02	16200	P
USGS	11455420	2013-02-03	15700	P
USGS	11455420	2013-02-04	14400	P
USGS	11455420	2013-02-05	15000	P
USGS	11455420	2013-02-06	16100	P
USGS	11455420	2013-02-07	14900	P
USGS	11455420	2013-02-08	14900	P
USGS	11455420	2013-02-09	15100	P
USGS	11455420	2013-02-10	15000	P
USGS	11455420	2013-02-11	15000	P
USGS	11455420	2013-02-12	15000	P
USGS	11455420	2013-02-13	14100	P
USGS	11455420	2013-02-14	13500	P
USGS	11455420	2013-02-15	13000	P
USGS	11455420	2013-02-16	11700	P
USGS	11455420	2013-02-17	11600	P
USGS	11455420	2013-02-18	11600	P
USGS	11455420	2013-02-19	13500	P
USGS	11455420	2013-02-20	14800	P
USGS	11455420	2013-02-21	13400	P
USGS	11455420	2013-02-22	11500	P
USGS	11455420	2013-02-23	12500	P
USGS	11455420	2013-02-24	11400	P
USGS	11455420	2013-02-25	10500	P
USGS	11455420	2013-02-26	10200	P
USGS	11455420	2013-02-27	10600	P
USGS	11455420	2013-02-28	10800	P
USGS	11455420	2013-03-01	10200	P
USGS	11455420	2013-03-02	8440	P
USGS	11455420	2013-03-03	8460	P
USGS	11455420	2013-03-04	9330	P
USGS	11455420	2013-03-05	7490	P
USGS	11455420	2013-03-06	11400	P
USGS	11455420	2013-03-07	11900	P
USGS	11455420	2013-03-08	10100	P
USGS	11455420	2013-03-09	12600	P
USGS	11455420	2013-03-10	10500	P
USGS	11455420	2013-03-11	9650	P
USGS	11455420	2013-03-12	11200	P
USGS	11455420	2013-03-13	11800	P
USGS	11455420	2013-03-14	11500	P
USGS	11455420	2013-03-15	11600	P
USGS	11455420	2013-03-16	12400	P
USGS	11455420	2013-03-17	13700	P
USGS	11455420	2013-03-18	13400	P
USGS	11455420	2013-03-19	13600	P
USGS	11455420	2013-03-20	12900	P
USGS	11455420	2013-03-21	12600	P
USGS	11455420	2013-03-22	10800	P
USGS	11455420	2013-03-23	9230	P
USGS	11455420	2013-03-24	9130	P
USGS	11455420	2013-03-25	8300	P
USGS	11455420	2013-03-26	9170	P
USGS	11455420	2013-03-27	9170	P
USGS	11455420	2013-03-28	9550	P
USGS	11455420	2013-03-29	7320	P
USGS	11455420	2013-03-30	6840	P
USGS	11455420	2013-03-31	10100	P
USGS	11455420	2013-04-01	11900	P
USGS	11455420	2013-04-02	12800	P
USGS	11455420	2013-04-03	13600	P
USGS	11455420	2013-04-04	14400	P
USGS	11455420	2013-04-05	14600	P
USGS	11455420	2013-04-06	13100	P
USGS	11455420	2013-04-07	11700	P
USGS	11455420	2013-04-08	14800	P
USGS	11455420	2013-04-09	12800	P
USGS	11455420	2013-04-10	10500	P
USGS	11455420	2013-04-11	12000	P
USGS	11455420	2013-04-12	11500	P
USGS	11455420	2013-04-13	11400	P
USGS	11455420	2013-04-14	10500	P
USGS	11455420	2013-04-15	13700	P
USGS	11455420	2013-04-16	15100	P
USGS	11455420	2013-04-17	10600	P
USGS	11455420	2013-04-18	7390	P
USGS	11455420	2013-04-19	6190	P
USGS	11455420	2013-04-20	4700	P
USGS	11455420	2013-04-21	4310	P
USGS	11455420	2013-04-22	4080	P
USGS	11455420	2013-04-23	1700	P
USGS	11455420	2013-04-24	1190	P
USGS	11455420	2013-04-25	5880	P
USGS	11455420	2013-04-26	7220	P
USGS	11455420	2013-04-27	6650	P
USGS	11455420	2013-04-28	7210	P
USGS	11455420	2013-04-29	8100	P
USGS	11455420	2013-04-30	10300	P
