ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
MRIC1,MARIPOSA RS,M,M,0,1.01,0.91,0.6,4.9,0,M,M,M,M,M,,
NMDC1,NEW MELONES DAM HQ,2.62,3,0.08,4.04,1.99,6.18,4.19,0.03,0.41,0.1,0,0.3,22.94,NA,NA
NOFC1,NORTH FORK RS,3.08,2.2,0,6.23,1.47,5.66,4.55,0,0,0,0,0,23.19,68,68
PANC1,PANOCHE 2W,0.52,0.89,0.2,1.19,0.55,2.57,1.14,0,M,0,M,0,M,,
SCKC1,STOCKTON FIRE STA 4,0.9,1.1,0.1,1.33,0.33,2.85,1.82,0,0,0,0,0,8.43,51,51
SONC1,SONORA,2.1,1.12,0.9,4.76,1.45,5.83,4.96,0,0.44,0.02,0.02,0.04,21.64,66,66
SPGC1,SALT SPRINGS PH,3.42,1.53,0.04,6.77,2.05,9.79,4.97,0.71,1.08,0.02,0.04,0.19,30.61,66,66
TIGC1,TIGER CREEK PH,2.97,1.62,0.03,6.79,2.9,9.92,5.77,0.44,1.31,0.02,0.03,0.09,31.89,69,69
TRAC1,TRACY CARBONA,1.02,M,M,0.77,0.4,1.83,1.73,0,M,0,0,M,M,,
WSTC1,WEST POINT,2.82,M,0,6.79,3.07,11.07,5.39,0.39,0.83,0.01,0,0.13,M,,
YNPC1,SOUTH ENTRANCE YOSEMITE,2.21,1.27,0,4.43,1.34,5.06,2.17,0.06,0.4,0.07,0,0,17.01,40,40
YPQC1,YOSEMITE PARK HEADQUARTER,2.8,1.07,0,5.11,0.9,5.97,4.45,0.33,0.67,0.01,0.06,0,21.37,57,57
